barrio,año,mes,superficie,comuna
VILLA SOLDATI,2017,May,0,8
VILLA SOLDATI,2017,Jun,0,8
VILLA SOLDATI,2017,Jul,0,8
VILLA SOLDATI,2017,Ago,0,8
VILLA SOLDATI,2017,Sep,0,8
VILLA SOLDATI,2017,Oct,0,8
VILLA SOLDATI,2017,Nov,0,8
VILLA SOLDATI,2017,Dic,0,8
VILLA SOLDATI,2018,Ene,0,8
VILLA SOLDATI,2018,Feb,0,8
VILLA SOLDATI,2018,Mar,0,8
VILLA SOLDATI,2018,Abr,0,8
VILLA SOLDATI,2018,May,0,8
VILLA SOLDATI,2018,Jun,0,8
VILLA SOLDATI,2018,Jul,70,8
VILLA SOLDATI,2018,Ago,0,8
VILLA SOLDATI,2018,Sep,35,8
VILLA SOLDATI,2018,Oct,0,8
VILLA SOLDATI,2018,Nov,0,8
VILLA SOLDATI,2018,Dic,0,8
VILLA SOLDATI,2019,Ene,0,8
VILLA SOLDATI,2019,Feb,0,8
VILLA SOLDATI,2019,Mar,0,8
VILLA SOLDATI,2019,Abr,45,8
VILLA SOLDATI,2019,May,0,8
VILLA SOLDATI,2019,Jun,47,8
VILLA SOLDATI,2019,Jul,0,8
VILLA SOLDATI,2019,Ago,0,8
VILLA URQUIZA,2013,Jul,6152,12
VILLA URQUIZA,2013,Ago,5842,12
VILLA URQUIZA,2013,Sep,4765,12
VILLA URQUIZA,2013,Oct,7153,12
VILLA URQUIZA,2013,Nov,6429,12
VILLA URQUIZA,2013,Dic,6022,12
VILLA URQUIZA,2014,Ene,4709,12
VILLA URQUIZA,2014,Feb,4832,12
VILLA URQUIZA,2014,Mar,5191,12
VILLA URQUIZA,2014,Abr,2059,12
VILLA URQUIZA,2014,May,6122,12
VILLA URQUIZA,2014,Jun,6851,12
VILLA URQUIZA,2014,Jul,7430,12
VILLA URQUIZA,2014,Ago,6601,12
VILLA URQUIZA,2014,Sep,6155,12
VILLA URQUIZA,2014,Oct,6946,12
VILLA URQUIZA,2014,Nov,5915,12
VILLA URQUIZA,2014,Dic,5599,12
VILLA URQUIZA,2015,Ene,5381,12
VILLA URQUIZA,2015,Feb,5845,12
VILLA URQUIZA,2015,Mar,6845,12
VILLA URQUIZA,2015,Abr,5761,12
VILLA URQUIZA,2015,May,4322,12
VILLA URQUIZA,2015,Jun,5777,12
VILLA URQUIZA,2015,Jul,5886,12
VILLA URQUIZA,2015,Ago,5273,12
VILLA URQUIZA,2015,Sep,3037,12
VILLA URQUIZA,2015,Oct,3087,12
VILLA URQUIZA,2015,Nov,2874,12
VILLA URQUIZA,2015,Dic,2255,12
VILLA URQUIZA,2016,Ene,2777,12
VILLA URQUIZA,2016,Feb,3016,12
VILLA URQUIZA,2016,Mar,3554,12
VILLA URQUIZA,2016,Abr,3279,12
VILLA URQUIZA,2016,May,3447,12
VILLA URQUIZA,2016,Jun,2344,12
VILLA URQUIZA,2016,Jul,2883,12
VILLA URQUIZA,2016,Ago,3310,12
VILLA URQUIZA,2016,Sep,2134,12
VILLA URQUIZA,2016,Oct,3526,12
VILLA URQUIZA,2016,Nov,3205,12
VILLA URQUIZA,2016,Dic,3239,12
VILLA URQUIZA,2017,Ene,3178,12
VILLA URQUIZA,2017,Feb,2288,12
VILLA URQUIZA,2017,Mar,2884,12
VILLA URQUIZA,2017,Abr,3504,12
VILLA URQUIZA,2017,May,3692,12
VILLA URQUIZA,2017,Jun,3089,12
VILLA URQUIZA,2017,Jul,2411,12
VILLA URQUIZA,2017,Ago,2855,12
VILLA URQUIZA,2017,Sep,2154,12
VILLA URQUIZA,2017,Oct,2654,12
VILLA URQUIZA,2017,Nov,3044,12
VILLA URQUIZA,2017,Dic,2297,12
VILLA URQUIZA,2018,Ene,3414,12
VILLA URQUIZA,2018,Feb,2274,12
VILLA URQUIZA,2018,Mar,1964,12
VILLA URQUIZA,2018,Abr,3238,12
VILLA URQUIZA,2018,May,2970,12
VILLA URQUIZA,2018,Jun,2551,12
VILLA URQUIZA,2018,Jul,3103,12
VILLA URQUIZA,2018,Ago,2689,12
VILLA URQUIZA,2018,Sep,3817,12
VILLA URQUIZA,2018,Oct,3211,12
VILLA URQUIZA,2018,Nov,3133,12
VILLA URQUIZA,2018,Dic,2386,12
VILLA URQUIZA,2019,Ene,2971,12
VILLA URQUIZA,2019,Feb,2926,12
VILLA URQUIZA,2019,Mar,3542,12
VILLA URQUIZA,2019,Abr,2787,12
VILLA URQUIZA,2019,May,2782,12
VILLA URQUIZA,2019,Jun,2362,12
VILLA URQUIZA,2019,Jul,2214,12
VILLA URQUIZA,2019,Ago,2763,12
